Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,tag,transcript_id,transcript_type,transcript_name,exon_number,exon_id,transcript_support_level,havana_transcript,hgnc_id,havana_gene,ont,protein_id,ccdsid,artif_dupl,length,ENSEMBL_ID,tx_length
chr7,HAVANA,gene,142287371,142291597,.,-,.,ENSG00000293406.1,lncRNA,ENSG00000293406,2,overlaps_pseudogene,,,,,,,,,,,,,,4226,ENSG00000293406,692
chr7,HAVANA,gene,142299176,142299460,.,+,.,ENSG00000242736.1,TR_V_pseudogene,TRBV1,2,,,,,,,,,HGNC:12176,OTTHUMG00000158515.1,,,,,284,ENSG00000242736,284
chr7,HAVANA,gene,142300923,142301432,.,+,.,ENSG00000226660.2,TR_V_gene,TRBV2,2,,,,,,,,,HGNC:12195,OTTHUMG00000158532.5,,,,,509,ENSG00000226660,421
chr7,HAVANA,gene,142308541,142309048,.,+,.,ENSG00000237702.2,TR_V_gene,TRBV3-1,2,,,,,,,,,HGNC:12212,OTTHUMG00000158526.2,,,,,507,ENSG00000237702,391
chr7,HAVANA,gene,142313183,142313666,.,+,.,ENSG00000211710.3,TR_V_gene,TRBV4-1,2,,,,,,,,,HGNC:12215,OTTHUMG00000158522.4,,,,,483,ENSG00000211710,373
chr7,HAVANA,gene,142320676,142321544,.,+,.,ENSG00000211734.3,TR_V_gene,TRBV5-1,2,,,,,,,,,HGNC:12218,OTTHUMG00000158520.2,,,,,868,ENSG00000211734,652
chr7,HAVANA,gene,142328296,142328786,.,+,.,ENSG00000211706.2,TR_V_gene,TRBV6-1,2,,,,,,,,,HGNC:12226,OTTHUMG00000158531.2,,,,,490,ENSG00000211706,401
chr7,HAVANA,gene,142332181,142332701,.,+,.,ENSG00000211707.3,TR_V_gene,TRBV7-1,2,,,,,,,,,HGNC:12235,OTTHUMG00000158529.2,,,,,520,ENSG00000211707,380
chr7,HAVANA,gene,142345420,142345985,.,+,.,ENSG00000211745.3,TR_V_gene,TRBV4-2,2,,,,,,,,,HGNC:12216,OTTHUMG00000158525.2,,,,,565,ENSG00000211745,455
chr7,HAVANA,gene,142349151,142349664,.,+,.,ENSG00000283063.1,TR_V_gene,TRBV6-2,2,,,,,,,,,HGNC:12227,OTTHUMG00000191598.2,,,,,513,ENSG00000283063,424
chr7,HAVANA,gene,142352818,142353358,.,+,.,ENSG00000282939.1,TR_V_gene,TRBV7-2,2,,,,,,,,,HGNC:12236,OTTHUMG00000191599.2,,,,,540,ENSG00000282939,394
chr7,HAVANA,gene,142358638,142358917,.,+,.,ENSG00000243889.1,TR_V_pseudogene,TRBV8-1,2,,,,,,,,,HGNC:12244,OTTHUMG00000158518.3,,,,,279,ENSG00000243889,279
chr7,HAVANA,gene,142372639,142372912,.,+,.,ENSG00000242771.1,TR_V_pseudogene,TRBV5-2,2,,,,,,,,,HGNC:12219,OTTHUMG00000158537.3,,,,,273,ENSG00000242771,273
chr7,HAVANA,gene,142380805,142381261,.,+,.,ENSG00000211713.3,TR_V_gene,TRBV6-4,2,,,,,,,,,HGNC:12229,OTTHUMG00000158533.3,,,,,456,ENSG00000211713,365
chr7,HAVANA,gene,142384328,142384841,.,+,.,ENSG00000211714.3,TR_V_gene,TRBV7-3,2,,,,,,,,,HGNC:12237,OTTHUMG00000158528.4,,,,,513,ENSG00000211714,397
chr7,HAVANA,gene,142386377,142386647,.,+,.,ENSG00000239944.1,TR_V_pseudogene,TRBV8-2,2,,,,,,,,,HGNC:12245,OTTHUMG00000158530.2,,,,,270,ENSG00000239944,270
chr7,HAVANA,gene,142389201,142389668,.,+,.,ENSG00000211715.1,TR_V_gene,TRBV5-3,2,,,,,,,,,HGNC:12220,OTTHUMG00000158510.3,,,,,467,ENSG00000211715,343
chr7,HAVANA,gene,142391890,142392412,.,+,.,ENSG00000211716.2,TR_V_gene,TRBV9,2,,,,,,,,,HGNC:12246,OTTHUMG00000158527.3,,,,,522,ENSG00000211716,390
chr7,HAVANA,gene,142399859,142400377,.,+,.,ENSG00000211717.3,TR_V_gene,TRBV10-1,2,,,,,,,,,HGNC:12177,OTTHUMG00000158514.3,,,,,518,ENSG00000211717,412
chr7,HAVANA,gene,142407671,142408136,.,+,.,ENSG00000211720.3,TR_V_gene,TRBV11-1,2,,,,,,,,,HGNC:12180,OTTHUMG00000158505.2,,,,,465,ENSG00000211720,364
chr7,HAVANA,gene,142415223,142415666,.,+,.,ENSG00000244661.1,TR_V_pseudogene,TRBV12-1,2,,,,,,,,,HGNC:12183,OTTHUMG00000158507.1,,,,,443,ENSG00000244661,344
chr7,HAVANA,gene,142424964,142425465,.,+,.,ENSG00000229769.2,TR_V_gene,TRBV10-2,2,,,,,,,,,HGNC:12178,OTTHUMG00000158535.3,,,,,501,ENSG00000229769,395
chr7,HAVANA,gene,142433894,142434394,.,+,.,ENSG00000241657.1,lncRNA,TRBV11-2,2,,,,,,,,,HGNC:12181,OTTHUMG00000158536.3,,,,,500,ENSG00000241657,408
chr7,HAVANA,gene,142440882,142441325,.,+,.,ENSG00000211739.4,TR_V_pseudogene,TRBV12-2,2,,,,,,,,,HGNC:12184,OTTHUMG00000158523.3,,,,,443,ENSG00000211739,344
chr7,HAVANA,gene,142450946,142451448,.,+,.,ENSG00000211721.2,TR_V_gene,TRBV6-5,2,,,,,,,,,HGNC:12230,OTTHUMG00000158519.2,,,,,502,ENSG00000211721,410
chr7,HAVANA,gene,142455173,142455635,.,+,.,ENSG00000253409.1,TR_V_gene,TRBV7-4,2,,,,,,,,,HGNC:12238,OTTHUMG00000158508.4,,,,,462,ENSG00000253409,347
chr7,HAVANA,gene,142462915,142463581,.,+,.,ENSG00000230099.2,TR_V_gene,TRBV5-4,2,,,,,,,,,HGNC:12221,OTTHUMG00000158524.4,,,,,666,ENSG00000230099,544
chr7,HAVANA,gene,142469536,142470013,.,+,.,ENSG00000211724.3,TR_V_gene,TRBV6-6,2,,,,,,,,,HGNC:12231,OTTHUMG00000158509.4,,,,,477,ENSG00000211724,388
chr7,HAVANA,gene,142474095,142474567,.,+,.,ENSG00000227550.2,TR_V_pseudogene,TRBV7-5,2,,,,,,,,,HGNC:12239,OTTHUMG00000158506.2,,,,,472,ENSG00000227550,345
chr7,HAVANA,gene,142482547,142483019,.,+,.,ENSG00000211725.3,TR_V_gene,TRBV5-5,2,,,,,,,,,HGNC:12222,OTTHUMG00000158512.4,,,,,472,ENSG00000211725,350
chr7,HAVANA,gene,142487862,142488295,.,+,.,ENSG00000253188.1,TR_V_gene,TRBV6-7,2,,,,,,,,,HGNC:12232,OTTHUMG00000158511.4,,,,,433,ENSG00000253188,344
chr7,HAVANA,gene,142492131,142492673,.,+,.,ENSG00000211727.3,TR_V_gene,TRBV7-6,2,,,,,,,,,HGNC:12240,OTTHUMG00000158882.4,,,,,542,ENSG00000211727,392
chr7,HAVANA,gene,142500027,142500534,.,+,.,ENSG00000211728.2,TR_V_gene,TRBV5-6,2,,,,,,,,,HGNC:12223,OTTHUMG00000158873.2,,,,,507,ENSG00000211728,384
chr7,HAVANA,gene,142507381,142507810,.,+,.,ENSG00000253534.1,TR_V_gene,TRBV6-8,2,,,,,,,,,HGNC:12233,OTTHUMG00000158916.4,,,,,429,ENSG00000253534,341
chr7,HAVANA,gene,142511625,142512127,.,+,.,ENSG00000253291.1,TR_V_gene,TRBV7-7,2,,,,,,,,,HGNC:12241,OTTHUMG00000158872.2,,,,,502,ENSG00000253291,347
chr7,HAVANA,gene,142520089,142520556,.,+,.,ENSG00000211731.1,TR_V_gene,TRBV5-7,2,,,,,,,,,HGNC:12224,OTTHUMG00000158897.2,,,,,467,ENSG00000211731,343
chr7,HAVANA,gene,142529289,142529762,.,+,.,ENSG00000278030.1,TR_V_gene,TRBV7-9,2,,,,,,,,,HGNC:12243,OTTHUMG00000188552.2,,,,,473,ENSG00000278030,347
chr7,HAVANA,gene,142535808,142536292,.,+,.,ENSG00000276405.1,TR_V_gene,TRBV13,2,,,,,,,,,HGNC:12188,OTTHUMG00000188553.2,,,,,484,ENSG00000276405,374
chr7,HAVANA,gene,142544211,142544685,.,+,.,ENSG00000275791.1,TR_V_gene,TRBV10-3,2,,,,,,,,,HGNC:12179,OTTHUMG00000188554.2,,,,,474,ENSG00000275791,368
chr7,HAVANA,gene,142554835,142555318,.,+,.,ENSG00000276597.1,TR_V_gene,TRBV11-3,2,,,,,,,,,HGNC:12182,OTTHUMG00000188555.2,,,,,483,ENSG00000276597,392
chr7,HAVANA,gene,142560422,142560931,.,+,.,ENSG00000274752.1,TR_V_gene,TRBV12-3,2,,,,,,,,,HGNC:12185,OTTHUMG00000188556.2,,,,,509,ENSG00000274752,409
chr7,HAVANA,gene,142563739,142564245,.,+,.,ENSG00000276953.1,TR_V_gene,TRBV12-4,2,,,,,,,,,HGNC:12186,OTTHUMG00000188557.2,,,,,506,ENSG00000276953,406
chr7,HAVANA,gene,142580916,142581427,.,+,.,ENSG00000275158.1,TR_V_gene,TRBV12-5,2,,,,,,,,,HGNC:12187,OTTHUMG00000188558.2,,,,,511,ENSG00000275158,411
chr7,HAVANA,gene,142587867,142588359,.,+,.,ENSG00000275743.1,TR_V_gene,TRBV14,2,,,,,,,,,HGNC:12189,OTTHUMG00000188559.2,,,,,492,ENSG00000275743,406
chr7,HAVANA,gene,142592927,142593473,.,+,.,ENSG00000276819.1,TR_V_gene,TRBV15,2,,,,,,,,,HGNC:12190,OTTHUMG00000188560.2,,,,,546,ENSG00000276819,421
chr7,HAVANA,gene,142598015,142598469,.,+,.,ENSG00000275243.1,TR_V_gene,TRBV16,2,,,,,,,,,HGNC:12191,OTTHUMG00000188561.2,,,,,454,ENSG00000275243,347
chr7,HAVANA,gene,142601627,142602360,.,+,.,ENSG00000277880.1,TR_V_gene,TRBV17,2,,,,,,,,,HGNC:12192,OTTHUMG00000188562.2,,,,,733,ENSG00000277880,344
chr7,HAVANA,gene,142615715,142616415,.,+,.,ENSG00000276557.1,TR_V_gene,TRBV18,2,,,,,,,,,HGNC:12193,OTTHUMG00000188563.2,,,,,700,ENSG00000276557,428
chr7,HAVANA,gene,142618848,142619532,.,+,.,ENSG00000211746.3,TR_V_gene,TRBV19,2,,,,,,,,,HGNC:12194,OTTHUMG00000158877.4,,,,,684,ENSG00000211746,552
chr7,HAVANA,gene,142626648,142627399,.,+,.,ENSG00000211747.3,TR_V_gene,TRBV20-1,2,,,,,,,,,HGNC:12196,OTTHUMG00000158899.3,,,,,751,ENSG00000211747,413
chr7,HAVANA,gene,142636923,142637384,.,+,.,ENSG00000251578.1,TR_V_pseudogene,TRBV21-1,2,,,,,,,,,HGNC:12198,OTTHUMG00000158880.3,,,,,461,ENSG00000251578,348
chr7,HAVANA,gene,142641745,142642196,.,+,.,ENSG00000240578.1,TR_V_pseudogene,TRBV22-1,2,,,,,,,,,HGNC:12200,OTTHUMG00000158895.1,,,,,451,ENSG00000240578,337
chr7,HAVANA,gene,142645960,142646467,.,+,.,ENSG00000211749.1,TR_V_gene,TRBV23-1,2,,,,,,,,,HGNC:12201,OTTHUMG00000158920.2,,,,,507,ENSG00000211749,347
chr7,HAVANA,gene,142656700,142657213,.,+,.,ENSG00000211750.2,TR_V_gene,TRBV24-1,2,,,,,,,,,HGNC:12203,OTTHUMG00000158889.3,,,,,513,ENSG00000211750,381
chr7,HAVANA,gene,142670739,142671244,.,+,.,ENSG00000282499.1,TR_V_gene,TRBV25-1,2,,,,,,,,,HGNC:12205,OTTHUMG00000158868.4,,,,,505,ENSG00000282499,381
chr7,HAVANA,gene,142681414,142681869,.,+,.,ENSG00000239992.1,TR_V_pseudogene,TRBVA,2,,,,,,,,,HGNC:12247,OTTHUMG00000158911.2,,,,,455,ENSG00000239992,316
chr7,HAVANA,gene,142695698,142696183,.,+,.,ENSG00000249912.1,TR_V_pseudogene,TRBV26,2,,,,,,,,,HGNC:12207,OTTHUMG00000158928.3,,,,,485,ENSG00000249912,344
chr7,HAVANA,gene,142711383,142711924,.,+,.,ENSG00000241911.1,TR_V_pseudogene,TRBVB,2,,,,,,,,,HGNC:12248,OTTHUMG00000158869.3,,,,,541,ENSG00000241911,408
chr7,HAVANA,gene,142715345,142715861,.,+,.,ENSG00000211752.3,TR_V_gene,TRBV27,2,,,,,,,,,HGNC:12208,OTTHUMG00000158924.4,,,,,516,ENSG00000211752,387
chr7,HAVANA,gene,142716830,142719234,.,+,.,ENSG00000288882.2,lncRNA,ENSG00000288882,2,,,,,,,,,,,,,,,2404,ENSG00000288882,2028
chr7,HAVANA,gene,142720659,142721160,.,+,.,ENSG00000211753.4,TR_V_gene,TRBV28,2,,,,,,,,,HGNC:12209,OTTHUMG00000158900.2,,,,,501,ENSG00000211753,364
chr7,HAVANA,gene,142722357,142722764,.,+,.,ENSG00000244273.1,processed_pseudogene,PGBD4P1,2,,,,,,,,,HGNC:44066,OTTHUMG00000158890.3,,,,,407,ENSG00000244273,407
chr7,HAVANA,gene,142725728,142733437,.,-,.,ENSG00000286831.1,lncRNA,ENSG00000286831,2,,,,,,,,,,OTTHUMG00000195212.1,,,,,7709,ENSG00000286831,2037
chr7,HAVANA,gene,142740205,142740894,.,+,.,ENSG00000232869.2,TR_V_gene,TRBV29-1,2,,,,,,,,,HGNC:12210,OTTHUMG00000158898.2,,,,,689,ENSG00000232869,402
chr7,HAVANA,gene,142749467,142753072,.,+,.,ENSG00000204983.15,protein_coding,PRSS1,1,,,,,,,,,HGNC:9475,OTTHUMG00000158923.5,,,,,3605,ENSG00000204983,1433
chr7,HAVANA,gene,142760397,142774564,.,+,.,ENSG00000275896.7,protein_coding,PRSS2,2,,,,,,,,,HGNC:9483,OTTHUMG00000158904.8,,,,,14167,ENSG00000275896,852
chr7,HAVANA,gene,142760414,142763943,.,+,.,ENSG00000250591.3,unprocessed_pseudogene,PRSS3P1,2,,,,,,,,,HGNC:43787,OTTHUMG00000158914.3,,,,,3529,ENSG00000250591,742
chr7,HAVANA,gene,142778641,142779537,.,-,.,ENSG00000243661.1,processed_pseudogene,WBP1LP1,1,pseudo_consens,,,,,,,,HGNC:43948,OTTHUMG00000158902.2,,,,,896,ENSG00000243661,896
chr7,HAVANA,gene,142786212,142786224,.,+,.,ENSG00000282431.1,TR_D_gene,TRBD1,2,,,,,,,,,HGNC:12158,OTTHUMG00000190602.2,,,,,12,ENSG00000282431,12
chr7,HAVANA,gene,142786879,142786927,.,+,.,ENSG00000282320.1,TR_J_gene,TRBJ1-1,2,,,,,,,,,HGNC:12162,OTTHUMG00000190603.3,,,,,48,ENSG00000282320,48
chr7,HAVANA,gene,142787016,142787064,.,+,.,ENSG00000282420.1,TR_J_gene,TRBJ1-2,2,,,,,,,,,HGNC:12163,OTTHUMG00000190604.3,,,,,48,ENSG00000282420,48
chr7,HAVANA,gene,142787629,142787679,.,+,.,ENSG00000282133.1,TR_J_gene,TRBJ1-3,2,,,,,,,,,HGNC:12164,OTTHUMG00000190605.3,,,,,50,ENSG00000282133,50
chr7,HAVANA,gene,142788224,142788275,.,+,.,ENSG00000281958.1,TR_J_gene,TRBJ1-4,2,,,,,,,,,HGNC:12165,OTTHUMG00000190606.3,,,,,51,ENSG00000281958,51
chr7,HAVANA,gene,142788497,142788547,.,+,.,ENSG00000282173.1,TR_J_gene,TRBJ1-5,2,,,,,,,,,HGNC:12166,OTTHUMG00000190607.3,,,,,50,ENSG00000282173,50
chr7,HAVANA,gene,142788987,142789040,.,+,.,ENSG00000282780.1,TR_J_gene,TRBJ1-6,2,,,,,,,,,HGNC:12167,OTTHUMG00000190608.3,,,,,53,ENSG00000282780,53
chr7,HAVANA,gene,142791693,142793368,.,+,.,ENSG00000211751.9,TR_C_gene,TRBC1,2,,,,,,,,,HGNC:12156,OTTHUMG00000190609.1,,,,,1675,ENSG00000211751,760
chr7,HAVANA,gene,142795704,142795720,.,+,.,ENSG00000292271.1,TR_D_gene,ENSG00000292271,2,,,,,,,,,,,,,,,16,ENSG00000292271,16
chr7,HAVANA,gene,142796364,142796414,.,+,.,ENSG00000211764.1,TR_J_gene,TRBJ2-1,2,,,,,,,,,HGNC:12168,OTTHUMG00000158918.3,,,,,50,ENSG00000211764,50
chr7,HAVANA,gene,142796559,142796610,.,+,.,ENSG00000211765.1,TR_J_gene,TRBJ2-2,2,,,,,,,,,HGNC:12169,OTTHUMG00000158870.3,,,,,51,ENSG00000211765,51
chr7,HAVANA,gene,142796696,142796742,.,+,.,ENSG00000211766.1,TR_J_gene,TRBJ2-2P,2,,,,,,,,,HGNC:12170,OTTHUMG00000158876.2,,,,,46,ENSG00000211766,46
chr7,HAVANA,gene,142796846,142796895,.,+,.,ENSG00000211767.1,TR_J_gene,TRBJ2-3,2,,,,,,,,,HGNC:12171,OTTHUMG00000158896.2,,,,,49,ENSG00000211767,49
chr7,HAVANA,gene,142796997,142797047,.,+,.,ENSG00000211768.1,TR_J_gene,TRBJ2-4,2,,,,,,,,,HGNC:12172,OTTHUMG00000158888.3,,,,,50,ENSG00000211768,50
chr7,HAVANA,gene,142797118,142797166,.,+,.,ENSG00000211769.1,TR_J_gene,TRBJ2-5,2,,,,,,,,,HGNC:12173,OTTHUMG00000158874.3,,,,,48,ENSG00000211769,48
chr7,HAVANA,gene,142797238,142797291,.,+,.,ENSG00000211770.1,TR_J_gene,TRBJ2-6,2,,,,,,,,,HGNC:12174,OTTHUMG00000158913.3,,,,,53,ENSG00000211770,53
chr7,HAVANA,gene,142797455,142797502,.,+,.,ENSG00000211771.1,TR_J_gene,TRBJ2-7,2,,,,,,,,,HGNC:12175,OTTHUMG00000158906.3,,,,,47,ENSG00000211771,47
chr7,HAVANA,gene,142797639,142798182,.,-,.,ENSG00000290099.2,lncRNA,ENSG00000290099,2,,,,,,,,,,,,,,,543,ENSG00000290099,543
chr7,HAVANA,gene,142798734,142799247,.,+,.,ENSG00000310430.1,lncRNA,ENSG00000310430,2,,,,,,,,,,,,,,,513,ENSG00000310430,513
chr7,HAVANA,gene,142801040,142802748,.,+,.,ENSG00000211772.11,TR_C_gene,TRBC2,2,,,,,,,,,HGNC:12157,OTTHUMG00000158912.3,,,,,1708,ENSG00000211772,758
chr7,HAVANA,gene,142808415,142808847,.,-,.,ENSG00000299979.1,lncRNA,ENSG00000299979,2,,,,,,,,,,,,,,,432,ENSG00000299979,432
chr7,HAVANA,gene,142809114,142810311,.,+,.,ENSG00000305298.1,lncRNA,ENSG00000305298,2,,,,,,,,,,,,,,,1197,ENSG00000305298,867
chr7,HAVANA,gene,142812555,142853827,.,+,.,ENSG00000289938.2,lncRNA,ENSG00000289938,2,,,,,,,,,,,,,,,41272,ENSG00000289938,1501
chr7,HAVANA,gene,142812585,142813399,.,-,.,ENSG00000237254.2,TR_V_gene,TRBV30,2,,,,,,,,,HGNC:12214,OTTHUMG00000158907.2,,,,,814,ENSG00000237254,447
chr7,HAVANA,gene,142842044,142856993,.,-,.,ENSG00000308045.1,lncRNA,ENSG00000308045,2,,,,,,,,,,,,,,,14949,ENSG00000308045,546
chr7,HAVANA,gene,142854096,142854788,.,+,.,ENSG00000308063.1,lncRNA,ENSG00000308063,2,,,,,,,,,,,,,,,692,ENSG00000308063,685
chr7,HAVANA,gene,142855060,142871094,.,+,.,ENSG00000106123.13,protein_coding,EPHB6,2,,,,,,,,,HGNC:3396,OTTHUMG00000155707.5,,,,,16034,ENSG00000106123,4409
chr7,HAVANA,gene,142871207,142885745,.,-,.,ENSG00000165125.22,protein_coding,TRPV6,2,,,,,,,,,HGNC:14006,OTTHUMG00000157158.8,,,,,14538,ENSG00000165125,10433
chr7,HAVANA,gene,142875835,142892743,.,+,.,ENSG00000224970.3,lncRNA,ENSG00000224970,1,,,,,,,,,,OTTHUMG00000157156.2,,,,,16908,ENSG00000224970,340
chr7,HAVANA,gene,142899364,142900759,.,-,.,ENSG00000286569.1,lncRNA,ENSG00000286569,2,,,,,,,,,,OTTHUMG00000195027.1,,,,,1395,ENSG00000286569,1291
chr7,HAVANA,gene,142908100,142933746,.,-,.,ENSG00000127412.7,protein_coding,TRPV5,2,,,,,,,,,HGNC:3145,OTTHUMG00000157157.5,,,,,25646,ENSG00000127412,2890
chr7,HAVANA,gene,142939342,142940868,.,+,.,ENSG00000165131.8,protein_coding,LLCFC1,2,,,,,,,,,HGNC:21750,OTTHUMG00000152664.2,,,,,1526,ENSG00000165131,788
chr7,HAVANA,gene,142941113,142962363,.,-,.,ENSG00000197993.9,protein_coding,KEL,2,,,,,,,,,HGNC:6308,OTTHUMG00000157159.12,,,,,21250,ENSG00000197993,2494
chr7,HAVANA,gene,143026199,143027132,.,-,.,ENSG00000179468.6,protein_coding,OR9A2,2,,,,,,,,,HGNC:15093,OTTHUMG00000158386.1,,,,,933,ENSG00000179468,933
chr7,HAVANA,gene,143047212,143047580,.,-,.,ENSG00000239293.1,unprocessed_pseudogene,OR9P1P,2,,,,,,,,,HGNC:15097,OTTHUMG00000154319.2,,,,,368,ENSG00000239293,281
chr7,HAVANA,gene,143052340,143053282,.,+,.,ENSG00000225781.2,protein_coding,OR6V1,2,,,,,,,,,HGNC:15090,OTTHUMG00000158385.1,,,,,942,ENSG00000225781,942
chr7,HAVANA,gene,143062329,143063429,.,-,.,ENSG00000290761.1,lncRNA,ENSG00000290761,2,overlaps_pseudogene,,,,,,,,,,,,,,1100,ENSG00000290761,1100
chr7,HAVANA,gene,143062329,143063585,.,-,.,ENSG00000179420.12,transcribed_unprocessed_pseudogene,OR6W1P,2,,,,,,,,,HGNC:15091,OTTHUMG00000158389.2,,,,,1256,ENSG00000179420,1098
chr7,HAVANA,gene,143132076,143139739,.,+,.,ENSG00000159763.4,protein_coding,PIP,2,,,,,,,,,HGNC:8993,OTTHUMG00000152635.2,,,,,7663,ENSG00000159763,578
chr7,HAVANA,gene,143183418,143184435,.,+,.,ENSG00000236398.2,protein_coding,TAS2R39,2,,,,,,,,,HGNC:18886,OTTHUMG00000152636.3,,,,,1017,ENSG00000236398,1017
chr7,HAVANA,gene,143202055,143203566,.,-,.,ENSG00000304850.1,lncRNA,ENSG00000304850,2,,,,,,,,,,,,,,,1511,ENSG00000304850,763
chr7,HAVANA,gene,143220467,143222267,.,-,.,ENSG00000268170.2,lncRNA,ENSG00000268170,2,,,,,,,,,,OTTHUMG00000187176.1,,,,,1800,ENSG00000268170,1800
chr7,HAVANA,gene,143222036,143223079,.,+,.,ENSG00000221937.4,protein_coding,TAS2R40,2,,,,,,,,,HGNC:18885,OTTHUMG00000152638.1,,,,,1043,ENSG00000221937,1043
chr7,HAVANA,gene,143224041,143224234,.,-,.,ENSG00000279223.1,TEC,ENSG00000279223,2,,,,,,,,,,OTTHUMG00000173153.1,,,,,193,ENSG00000279223,193
chr7,HAVANA,gene,143244092,143270854,.,+,.,ENSG00000197448.14,protein_coding,GSTK1,2,,,,,,,,,HGNC:16906,OTTHUMG00000152637.8,,,,,26762,ENSG00000197448,2692
chr7,HAVANA,gene,143255263,143287997,.,-,.,ENSG00000231840.3,lncRNA,TMEM139-AS1,2,,,,,,,,,HGNC:40988,OTTHUMG00000152673.2,,,,,32734,ENSG00000231840,1547
chr7,HAVANA,gene,143279956,143288048,.,+,.,ENSG00000178826.11,protein_coding,TMEM139,2,,,,,,,,,HGNC:22058,OTTHUMG00000152652.3,,,,,8092,ENSG00000178826,2375
chr7,HAVANA,gene,143288214,143307696,.,+,.,ENSG00000106144.20,protein_coding,CASP2,2,ncRNA_host,,,,,,,,HGNC:1503,OTTHUMG00000023641.5,,,,,19482,ENSG00000106144,5769
chr7,ENSEMBL,gene,143290614,143290910,.,+,.,ENSG00000239419.3,misc_RNA,RN7SL535P,3,,,,,,,,,HGNC:46551,,,,,,296,ENSG00000239419,296
chr7,ENSEMBL,gene,143298515,143298814,.,+,.,ENSG00000240322.3,misc_RNA,RN7SL481P,3,,,,,,,,,HGNC:46497,,,,,,299,ENSG00000240322,299
chr7,HAVANA,gene,143312683,143313061,.,-,.,ENSG00000231531.5,processed_pseudogene,HINT1P1,1,pseudo_consens,,,,,,,,HGNC:18467,OTTHUMG00000152696.1,,,,,378,ENSG00000231531,378
chr7,HAVANA,gene,143316110,143352083,.,+,.,ENSG00000188037.14,protein_coding,CLCN1,2,,,,,,,,,HGNC:2019,OTTHUMG00000152695.3,,,,,35973,ENSG00000188037,3187
chr7,HAVANA,gene,143353399,143362770,.,-,.,ENSG00000159784.18,protein_coding,FAM131B,2,,,,,,,,,HGNC:22202,OTTHUMG00000152697.3,,,,,9371,ENSG00000159784,5856
chr7,HAVANA,gene,143360921,143366162,.,+,.,ENSG00000272619.2,lncRNA,FAM131B-AS1,2,,,,,,,,,HGNC:55208,OTTHUMG00000186356.1,,,,,5241,ENSG00000272619,789
chr7,HAVANA,gene,143365045,143382339,.,-,.,ENSG00000232533.4,lncRNA,FAM131B-AS2,2,,,,,,,,,HGNC:56141,OTTHUMG00000152694.1,,,,,17294,ENSG00000232533,1885
chr7,HAVANA,gene,143380400,143380862,.,+,.,ENSG00000309527.1,lncRNA,ENSG00000309527,2,,,,,,,,,,,,,,,462,ENSG00000309527,462
chr7,HAVANA,gene,143381294,143391111,.,+,.,ENSG00000159840.16,protein_coding,ZYX,1,ncRNA_host,,,,,,,,HGNC:13200,OTTHUMG00000023822.11,,,,,9817,ENSG00000159840,2228
chr7,ENSEMBL,gene,143382685,143382800,.,+,.,ENSG00000278449.1,miRNA,MIR6892,3,,,,,,,,,HGNC:50053,,,,,,115,ENSG00000278449,115
chr7,HAVANA,gene,143390288,143408856,.,-,.,ENSG00000146904.9,protein_coding,EPHA1,1,,,,,,,,,HGNC:3385,OTTHUMG00000155894.3,,,,,18568,ENSG00000146904,3310
chr7,HAVANA,gene,143407561,143523449,.,+,.,ENSG00000229153.8,lncRNA,EPHA1-AS1,2,overlapping_locus,,,,,,,,HGNC:27799,OTTHUMG00000155893.1,,,,,115888,ENSG00000229153,5018
chr7,HAVANA,gene,143428948,143474446,.,-,.,ENSG00000309456.1,lncRNA,ENSG00000309456,2,,,,,,,,,,,,,,,45498,ENSG00000309456,627
chr7,HAVANA,gene,143437033,143437973,.,+,.,ENSG00000234066.1,unitary_pseudogene,TAS2R62P,2,overlapping_locus,,,,,,,,HGNC:20640,OTTHUMG00000154892.1,,,,,940,ENSG00000234066,940
chr7,HAVANA,gene,143443452,143444409,.,+,.,ENSG00000185899.1,protein_coding,TAS2R60,2,overlapping_locus,,,,,,,,HGNC:20639,OTTHUMG00000154891.2,,,,,957,ENSG00000185899,957
chr7,HAVANA,gene,143477872,143478796,.,+,.,ENSG00000221855.1,protein_coding,TAS2R41,2,overlapping_locus,,,,,,,,HGNC:18883,OTTHUMG00000155892.2,,,,,924,ENSG00000221855,924
chr7,HAVANA,gene,143488461,143489402,.,-,.,ENSG00000236853.2,unitary_pseudogene,OR2R1P,2,,,,,,,,,HGNC:8274,OTTHUMG00000154318.2,,,,,941,ENSG00000236853,941
chr7,HAVANA,gene,143491896,143497591,.,-,.,ENSG00000309493.1,lncRNA,ENSG00000309493,2,,,,,,,,,,,,,,,5695,ENSG00000309493,1024
chr7,HAVANA,gene,143509255,143519469,.,-,.,ENSG00000176510.5,protein_coding,OR10AC1,2,,,,,,,,,HGNC:14758,OTTHUMG00000155896.4,,,,,10214,ENSG00000176510,2898
chr7,HAVANA,gene,143532748,143533164,.,-,.,ENSG00000229977.2,processed_pseudogene,ENSG00000229977,1,pseudo_consens,,,,,,,,,OTTHUMG00000155891.1,,,,,416,ENSG00000229977,416
chr7,HAVANA,gene,143545185,143546735,.,-,.,ENSG00000229877.1,processed_pseudogene,PAICSP5,1,pseudo_consens,,,,,,,,HGNC:38098,OTTHUMG00000155897.2,,,,,1550,ENSG00000229877,1217
