Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,mgi_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,protein_id,ccdsid,ont,length,ENSEMBL_ID,tx_length
chr7,HAVANA,gene,127317277,127331338,.,-,.,ENSMUSG00000060034.6,protein_coding,Ctf2,2,MGI:2684607,OTTMUSG00000030582.1,,,,,,,,,,,,14061,ENSMUSG00000060034,1825
chr7,HAVANA,gene,127343117,127346729,.,-,.,ENSMUSG00000121230.2,lncRNA,Gm53374,2,MGI:6721810,,,,,,,,,,,,,3612,ENSMUSG00000121230,2367
chr7,HAVANA,gene,127343714,127368655,.,+,.,ENSMUSG00000030811.15,protein_coding,Fbxl19,2,MGI:3039600,OTTMUSG00000046248.1,,,,,,,,,,,,24941,ENSMUSG00000030811,3641
chr7,HAVANA,gene,127345428,127345634,.,+,.,ENSMUSG00000140684.1,lncRNA,ENSMUSG00000140684,2,,,,,,,overlapping_locus,,,,,,,206,ENSMUSG00000140684,206
chr7,HAVANA,gene,127368986,127374322,.,+,.,ENSMUSG00000043964.15,protein_coding,Orai3,2,MGI:3039586,OTTMUSG00000031096.1,,,,,,,,,,,,5336,ENSMUSG00000043964,2141
chr7,HAVANA,gene,127375841,127399294,.,+,.,ENSMUSG00000042308.15,protein_coding,Setd1a,2,MGI:2446244,OTTMUSG00000017309.1,,,,,overlapping_locus,,,,,,,23453,ENSMUSG00000042308,6487
chr7,HAVANA,gene,127384779,127402974,.,+,.,ENSMUSG00000108815.2,protein_coding,Gm49388,2,MGI:6121614,OTTMUSG00000017308.1,,,,,readthrough_gene,,,,,,,18195,ENSMUSG00000108815,5188
chr7,HAVANA,gene,127387457,127389403,.,-,.,ENSMUSG00000133024.1,lncRNA,ENSMUSG00000133024,2,,,,,,,,,,,,,,1946,ENSMUSG00000133024,816
chr7,HAVANA,gene,127399265,127401934,.,-,.,ENSMUSG00000108402.2,TEC,9430064I24Rik,2,MGI:3704302,OTTMUSG00000058630.1,,,,,,,,,,,,2669,ENSMUSG00000108402,2669
chr7,HAVANA,gene,127399775,127402974,.,+,.,ENSMUSG00000042289.12,protein_coding,Hsd3b7,1,MGI:2141879,OTTMUSG00000058631.1,,,,,overlapping_locus,,,,,,,3199,ENSMUSG00000042289,2286
chr7,HAVANA,gene,127403071,127423721,.,-,.,ENSMUSG00000030806.7,protein_coding,Stx1b,2,MGI:1930705,OTTMUSG00000031121.1,,,,,,,,,,,,20650,ENSMUSG00000030806,4536
chr7,HAVANA,gene,127411325,127412679,.,-,.,ENSMUSG00000108808.2,TEC,Gm45204,2,MGI:5753780,OTTMUSG00000058632.1,,,,,,,,,,,,1354,ENSMUSG00000108808,1354
chr7,HAVANA,gene,127411667,127412431,.,+,.,ENSMUSG00000122540.1,lncRNA,ENSMUSG00000122540,2,,,,,,,,,,,,,,764,ENSMUSG00000122540,634
chr7,HAVANA,gene,127423465,127448191,.,+,.,ENSMUSG00000030805.15,protein_coding,Stx4a,2,MGI:893577,OTTMUSG00000030969.1,,,,,,,,,,,,24726,ENSMUSG00000030805,1456
chr7,HAVANA,gene,127437149,127441655,.,-,.,ENSMUSG00000133481.1,lncRNA,ENSMUSG00000133481,2,,,,,,,,,,,,,,4506,ENSMUSG00000133481,856
chr7,HAVANA,gene,127449510,127459206,.,+,.,ENSMUSG00000133440.1,lncRNA,ENSMUSG00000133440,2,,,,,,,,,,,,,,9696,ENSMUSG00000133440,333
chr7,HAVANA,gene,127462218,127476000,.,-,.,ENSMUSG00000049728.15,protein_coding,Zfp668,2,MGI:2442943,OTTMUSG00000022499.1,,,,,,,,,,,,13782,ENSMUSG00000049728,5768
chr7,HAVANA,gene,127475392,127485168,.,+,.,ENSMUSG00000049739.11,protein_coding,Zfp646,2,MGI:3665412,OTTMUSG00000022500.1,,,,,,,,,,,,9776,ENSMUSG00000049739,6682
chr7,HAVANA,gene,127485012,127490142,.,-,.,ENSMUSG00000044139.13,protein_coding,Prss53,2,MGI:2652890,OTTMUSG00000031114.1,,,,,overlapping_locus,,,,,,,5130,ENSMUSG00000044139,2134
chr7,HAVANA,gene,127485398,127494626,.,-,.,ENSMUSG00000030804.9,protein_coding,Gm21974,2,MGI:5439443,OTTMUSG00000042275.1,,,,,readthrough_gene,,,,,,,9228,ENSMUSG00000030804,2037
chr7,HAVANA,gene,127487998,127494144,.,+,.,ENSMUSG00000143106.1,lncRNA,ENSMUSG00000143106,2,,,,,,,,,,,,,,6146,ENSMUSG00000143106,662
chr7,HAVANA,gene,127492234,127494789,.,-,.,ENSMUSG00000096145.3,protein_coding,Vkorc1,2,MGI:106442,OTTMUSG00000031112.1,,,,,overlapping_locus,,,,,,,2555,ENSMUSG00000096145,748
chr7,HAVANA,gene,127496739,127497448,.,+,.,ENSMUSG00000108479.2,TEC,2200002A13Rik,2,MGI:1924252,OTTMUSG00000058633.1,,,,,,,,,,,,709,ENSMUSG00000108479,709
chr7,HAVANA,gene,127503253,127509393,.,+,.,ENSMUSG00000030802.15,protein_coding,Bckdk,2,MGI:1276121,OTTMUSG00000025391.1,,,,,,,,,,,,6140,ENSMUSG00000030802,3405
chr7,HAVANA,gene,127510684,127511984,.,-,.,ENSMUSG00000133279.1,lncRNA,ENSMUSG00000133279,2,,,,,,,,,,,,,,1300,ENSMUSG00000133279,627
chr7,HAVANA,gene,127511687,127525009,.,+,.,ENSMUSG00000030801.11,protein_coding,Kat8,2,MGI:1915023,OTTMUSG00000058634.1,,,,,,,,,,,,13322,ENSMUSG00000030801,1579
chr7,HAVANA,gene,127524887,127529276,.,-,.,ENSMUSG00000030800.11,protein_coding,Prss8,2,MGI:1923810,OTTMUSG00000058635.1,,,,,,,,,,,,4389,ENSMUSG00000030800,1852
chr7,HAVANA,gene,127531809,127545897,.,-,.,ENSMUSG00000070371.12,protein_coding,Prss36,1,MGI:1924863,OTTMUSG00000031084.1,,,,,,,,,,,,14088,ENSMUSG00000070371,3061
chr7,HAVANA,gene,127547434,127566518,.,+,.,ENSMUSG00000135391.1,lncRNA,ENSMUSG00000135391,2,,,,,,,,,,,,,,19084,ENSMUSG00000135391,985
chr7,HAVANA,gene,127557587,127566558,.,-,.,ENSMUSG00000135430.1,lncRNA,ENSMUSG00000135430,2,,,,,,,,,,,,,,8971,ENSMUSG00000135430,355
chr7,HAVANA,gene,127566628,127584873,.,+,.,ENSMUSG00000030795.19,protein_coding,Fus,2,MGI:1353633,OTTMUSG00000016476.1,,,,,,,,,,,,18245,ENSMUSG00000030795,5536
chr7,HAVANA,gene,127588879,127593039,.,-,.,ENSMUSG00000030793.5,protein_coding,Pycard,2,MGI:1931465,OTTMUSG00000025367.1,,,,,,,,,,,,4160,ENSMUSG00000030793,3800
chr7,HAVANA,gene,127592440,127595770,.,+,.,ENSMUSG00000108353.2,TEC,Gm45205,2,MGI:5753781,OTTMUSG00000058639.1,,,,,,,,,,,,3330,ENSMUSG00000108353,3330
chr7,HAVANA,gene,127601070,127604362,.,-,.,ENSMUSG00000087530.3,lncRNA,Gm15533,2,MGI:3782982,OTTMUSG00000023331.1,,,,,,,,,,,,3292,ENSMUSG00000087530,3262
chr7,HAVANA,gene,127603120,127610205,.,+,.,ENSMUSG00000042828.13,protein_coding,Trim72,2,MGI:3612190,OTTMUSG00000023332.1,,,,,,,,,,,,7085,ENSMUSG00000042828,2134
chr7,HAVANA,gene,127612200,127612356,.,-,.,ENSMUSG00000108437.2,processed_pseudogene,Gm19366,2,MGI:5011551,OTTMUSG00000058640.1,,,,,,,,,,,,156,ENSMUSG00000108437,156
chr7,HAVANA,gene,127615613,127616392,.,-,.,ENSMUSG00000108696.2,processed_pseudogene,Gm5738,2,MGI:3648290,OTTMUSG00000058641.1,,,,,,,,,,,,779,ENSMUSG00000108696,779
chr7,HAVANA,gene,127616528,127617335,.,+,.,ENSMUSG00000142671.1,lncRNA,ENSMUSG00000142671,2,,,,,,,,,,,,,,807,ENSMUSG00000142671,570
chr7,HAVANA,gene,127640422,127641562,.,-,.,ENSMUSG00000108381.2,processed_pseudogene,Gm9299,2,MGI:3648098,OTTMUSG00000058642.1,,,,,,,,,,,,1140,ENSMUSG00000108381,1140
chr7,ENSEMBL,gene,127660876,127661032,.,-,.,ENSMUSG00000064677.3,snRNA,Gm22809,3,MGI:5452586,,,,,,,,,,,,,156,ENSMUSG00000064677,156
chr7,HAVANA,gene,127661811,127717663,.,+,.,ENSMUSG00000030786.19,protein_coding,Itgam,1,MGI:96607,OTTMUSG00000058643.1,,,,,overlapping_locus,,,,,,,55852,ENSMUSG00000030786,4682
chr7,HAVANA,gene,127661854,127727332,.,+,.,ENSMUSG00000108596.2,protein_coding,Gm49368,2,MGI:6121583,OTTMUSG00000030928.1,,,,,readthrough_gene,,,,,,,65478,ENSMUSG00000108596,4803
chr7,HAVANA,gene,127726006,127726353,.,+,.,ENSMUSG00000108578.2,processed_pseudogene,Gm45700,2,MGI:5804815,OTTMUSG00000058644.1,,,,,overlapping_locus,,,,,,,347,ENSMUSG00000108578,347
chr7,HAVANA,gene,127728718,127749829,.,+,.,ENSMUSG00000030789.10,protein_coding,Itgax,2,MGI:96609,OTTMUSG00000058667.1,,,,,,,,,,,,21111,ENSMUSG00000030789,4046
chr7,HAVANA,gene,127753190,127754090,.,+,.,ENSMUSG00000108729.2,processed_pseudogene,Gm17831,2,MGI:5010016,OTTMUSG00000058668.1,,,,,overlapping_locus,,,,,,,900,ENSMUSG00000108729,900
chr7,HAVANA,gene,127753547,127822988,.,+,.,ENSMUSG00000070369.14,protein_coding,Itgad,1,MGI:3578624,OTTMUSG00000042024.1,,,,,overlapping_locus,,,,,,,69441,ENSMUSG00000070369,4105
chr7,HAVANA,gene,127781550,127783268,.,-,.,ENSMUSG00000108531.2,lncRNA,Gm39091,2,MGI:5621976,OTTMUSG00000058669.1,,,,,,,,,,,,1718,ENSMUSG00000108531,553
chr7,HAVANA,gene,127791195,127802554,.,-,.,ENSMUSG00000108354.3,lncRNA,4931431B13Rik,2,MGI:1918223,OTTMUSG00000058670.1,,,,,,,,,,,,11359,ENSMUSG00000108354,1246
chr7,HAVANA,gene,127804606,127805559,.,-,.,ENSMUSG00000030785.9,protein_coding,Cox6a2,2,MGI:104649,OTTMUSG00000058671.1,,,,,,,,,,,,953,ENSMUSG00000030785,680
chr7,HAVANA,gene,127814787,127819960,.,-,.,ENSMUSG00000108604.2,lncRNA,Gm44850,2,MGI:5753426,OTTMUSG00000058672.1,,,,,,,,,,,,5173,ENSMUSG00000108604,1329
chr7,HAVANA,gene,127833629,127837203,.,-,.,ENSMUSG00000062944.5,protein_coding,Zfp696,2,MGI:2442738,OTTMUSG00000058673.1,,,,,,,,,,,,3574,ENSMUSG00000062944,3574
chr7,HAVANA,gene,127836513,127844272,.,+,.,ENSMUSG00000042178.7,protein_coding,Armc5,2,MGI:2384586,OTTMUSG00000058674.1,,,,,,,,,,,,7759,ENSMUSG00000042178,3834
chr7,HAVANA,gene,127845983,127854871,.,+,.,ENSMUSG00000030782.18,protein_coding,Tgfb1i1,2,MGI:102784,OTTMUSG00000036582.1,,,,,,,,,,,,8888,ENSMUSG00000030782,3788
chr7,HAVANA,gene,127864828,127871602,.,+,.,ENSMUSG00000030781.14,protein_coding,Slc5a2,2,MGI:2181411,OTTMUSG00000026291.1,,,,,,,,,,,,6774,ENSMUSG00000030781,2277
chr7,HAVANA,gene,127870550,127897342,.,-,.,ENSMUSG00000030780.16,protein_coding,Rusf1,2,MGI:2384572,OTTMUSG00000027374.1,,,,,ncRNA_host,,,,,,,26792,ENSMUSG00000030780,3302
chr7,ENSEMBL,gene,127887540,127887607,.,-,.,ENSMUSG00000093215.3,miRNA,Mir3103,3,MGI:4834322,,,,,,,,,,,,,67,ENSMUSG00000093215,67
chr7,HAVANA,gene,127901968,127902930,.,+,.,ENSMUSG00000121605.1,protein_coding,Ahsp,2,MGI:2158492,,,,,,,,,,,,,962,ENSMUSG00000121605,541
chr7,HAVANA,gene,127908866,127942642,.,+,.,ENSMUSG00000121845.2,lncRNA,ENSMUSG00000121845,2,,,,,,,overlaps_pseudogene,,,,,,,33776,ENSMUSG00000121845,1085
chr7,HAVANA,gene,127931020,127934344,.,-,.,ENSMUSG00000136764.1,lncRNA,ENSMUSG00000136764,2,,,,,,,,,,,,,,3324,ENSMUSG00000136764,636
chr7,HAVANA,gene,127931531,127931725,.,+,.,ENSMUSG00000108636.2,transcribed_unprocessed_pseudogene,Gm44650,2,MGI:5753226,OTTMUSG00000058698.1,,,,,overlapping_locus,,,,,,,194,ENSMUSG00000108636,194
chr7,HAVANA,gene,127942190,127942385,.,+,.,ENSMUSG00000108608.3,transcribed_processed_pseudogene,Gm6916,2,MGI:3644024,OTTMUSG00000058697.1,,,,,,,,,,,,195,ENSMUSG00000108608,195
chr7,HAVANA,gene,127946026,127947826,.,-,.,ENSMUSG00000121203.1,lncRNA,Gm32707,2,MGI:5591866,,,,,,,,,,,,,1800,ENSMUSG00000121203,783
chr7,HAVANA,gene,127959797,127973459,.,-,.,ENSMUSG00000138294.1,lncRNA,ENSMUSG00000138294,2,,,,,,,,,,,,,,13662,ENSMUSG00000138294,1859
chr7,HAVANA,gene,127975344,128020482,.,-,.,ENSMUSG00000030844.12,protein_coding,Rgs10,2,MGI:1915115,OTTMUSG00000022902.1,,,,,overlapping_locus,,,,,,,45138,ENSMUSG00000030844,880
chr7,HAVANA,gene,128010691,128014065,.,-,.,ENSMUSG00000084964.3,lncRNA,Gm15503,2,MGI:3782950,OTTMUSG00000022901.1,,,,,overlapping_locus,,,,,,,3374,ENSMUSG00000084964,2026
chr7,HAVANA,gene,128031677,128052227,.,+,.,ENSMUSG00000124434.1,lncRNA,ENSMUSG00000124434,2,,,,,,,,,,,,,,20550,ENSMUSG00000124434,1201
chr7,HAVANA,gene,128041500,128063441,.,-,.,ENSMUSG00000030846.17,protein_coding,Tial1,2,MGI:107913,OTTMUSG00000025431.1,,,,,,,,,,,,21941,ENSMUSG00000030846,4451
chr7,HAVANA,gene,128061916,128077303,.,+,.,ENSMUSG00000108668.4,lncRNA,Gm32816,2,MGI:5591975,OTTMUSG00000058714.1,,,,,,,,,,,,15387,ENSMUSG00000108668,1993
chr7,ENSEMBL,gene,128079737,128079862,.,-,.,ENSMUSG00002075535.1,miRNA,Gm56001,3,MGI:6848461,,,,,,,,,,,,,125,ENSMUSG00002075535,125
chr7,HAVANA,gene,128089668,128101984,.,-,.,ENSMUSG00000108626.4,lncRNA,Gm40457,2,MGI:5623342,OTTMUSG00000058716.1,,,,,,,,,,,,12316,ENSMUSG00000108626,1247
chr7,HAVANA,gene,128123958,128126121,.,-,.,ENSMUSG00000120564.2,lncRNA,4921520J07Rik,2,MGI:1918169,,,,,,,,,,,,,2163,ENSMUSG00000120564,2163
chr7,HAVANA,gene,128125339,128148705,.,+,.,ENSMUSG00000030847.9,protein_coding,Bag3,2,MGI:1352493,OTTMUSG00000058717.1,,,,,,,,,,,,23366,ENSMUSG00000030847,2562
chr7,HAVANA,gene,128140655,128141267,.,+,.,ENSMUSG00000108614.2,TEC,2610306O10Rik,2,MGI:1917710,OTTMUSG00000058718.1,,,,,,,,,,,,612,ENSMUSG00000108614,612
chr7,HAVANA,gene,128165979,128180465,.,-,.,ENSMUSG00000125585.1,lncRNA,ENSMUSG00000125585,2,,,,,,,,,,,,,,14486,ENSMUSG00000125585,600
chr7,HAVANA,gene,128192562,128195067,.,-,.,ENSMUSG00000108795.3,lncRNA,Gm45121,2,MGI:5753697,OTTMUSG00000058749.1,,,,,,,,,,,,2505,ENSMUSG00000108795,1153
chr7,HAVANA,gene,128197702,128198002,.,-,.,ENSMUSG00000096557.3,processed_pseudogene,Gm7258,2,MGI:3644893,OTTMUSG00000047733.1,,,,,,,,,,,,300,ENSMUSG00000096557,300
chr7,HAVANA,gene,128213051,128298149,.,+,.,ENSMUSG00000042105.19,protein_coding,Inpp5f,1,MGI:2141867,OTTMUSG00000029375.1,,,,,overlapping_locus,,,,,,,85098,ENSMUSG00000042105,4734
chr7,HAVANA,gene,128280878,128290108,.,-,.,ENSMUSG00000123209.1,lncRNA,ENSMUSG00000123209,2,,,,,,,,,,,,,,9230,ENSMUSG00000123209,795
chr7,HAVANA,gene,128290258,128290542,.,+,.,ENSMUSG00000107062.2,processed_pseudogene,Gm43580,2,MGI:5663717,OTTMUSG00000056257.1,,,,,,,,,,,,284,ENSMUSG00000107062,284
chr7,HAVANA,gene,128294412,128294862,.,+,.,ENSMUSG00000081339.2,processed_pseudogene,Gm16044,2,MGI:3801992,OTTMUSG00000029374.1,,,,,overlapping_locus,,,,,,,450,ENSMUSG00000081339,450
chr7,HAVANA,gene,128298164,128342219,.,-,.,ENSMUSG00000048170.15,protein_coding,Mcmbp,1,MGI:1920977,OTTMUSG00000029389.1,,,,,,,,,,,,44055,ENSMUSG00000048170,4237
chr7,HAVANA,gene,128322772,128323768,.,-,.,ENSMUSG00000108388.2,TEC,Gm44673,2,MGI:5753249,OTTMUSG00000058752.1,,,,,,,,,,,,996,ENSMUSG00000108388,996
chr7,HAVANA,gene,128330117,128331246,.,+,.,ENSMUSG00000108648.2,lncRNA,Gm44674,2,MGI:5753250,OTTMUSG00000058753.1,,,,,,,,,,,,1129,ENSMUSG00000108648,415
chr7,ENSEMBL,gene,128335925,128336027,.,+,.,ENSMUSG00002075186.1,snRNA,Gm56024,3,MGI:6848507,,,,,,,,,,,,,102,ENSMUSG00002075186,102
chr7,HAVANA,gene,128345902,128347000,.,-,.,ENSMUSG00000108720.2,lncRNA,Gm44672,2,MGI:5753248,OTTMUSG00000058754.1,,,,,,,,,,,,1098,ENSMUSG00000108720,1098
chr7,HAVANA,gene,128346666,128386560,.,+,.,ENSMUSG00000055319.9,protein_coding,Sec23ip,2,MGI:2450915,OTTMUSG00000058755.1,,,,,,,,,,,,39894,ENSMUSG00000055319,4604
chr7,ENSEMBL,gene,128376569,128376687,.,-,.,ENSMUSG00002076334.1,rRNA,Gm56034,3,MGI:6848527,,,,,,,,,,,,,118,ENSMUSG00002076334,118
chr7,HAVANA,gene,128396917,128529737,.,+,.,ENSMUSG00000108600.3,lncRNA,Gm32884,2,MGI:5592043,OTTMUSG00000058756.1,,,,,ncRNA_host,,,,,,,132820,ENSMUSG00000108600,1013
chr7,ENSEMBL,gene,128428070,128428191,.,+,.,ENSMUSG00002075006.1,miRNA,Gm56035,3,MGI:6848529,,,,,,,,,,,,,121,ENSMUSG00002075006,121
chr7,HAVANA,gene,128444674,128447093,.,+,.,ENSMUSG00000140417.1,lncRNA,ENSMUSG00000140417,2,,,,,,,,,,,,,,2419,ENSMUSG00000140417,330
chr7,HAVANA,gene,128455802,128456459,.,-,.,ENSMUSG00000133981.1,lncRNA,ENSMUSG00000133981,2,,,,,,,,,,,,,,657,ENSMUSG00000133981,544
chr7,HAVANA,gene,128599059,128599745,.,-,.,ENSMUSG00000108540.2,processed_pseudogene,Gm4768,2,MGI:3643845,OTTMUSG00000058757.1,,,,,,,,,,,,686,ENSMUSG00000108540,686
chr7,HAVANA,gene,128613127,128621489,.,+,.,ENSMUSG00000131719.1,lncRNA,ENSMUSG00000131719,2,,,,,,,,,,,,,,8362,ENSMUSG00000131719,419
chr7,HAVANA,gene,128656042,128656800,.,-,.,ENSMUSG00000108785.2,processed_pseudogene,Gm4259,2,MGI:3782436,OTTMUSG00000058758.1,,,,,,,,,,,,758,ENSMUSG00000108785,758
chr7,HAVANA,gene,128732468,128794155,.,+,.,ENSMUSG00000134319.1,lncRNA,ENSMUSG00000134319,2,,,,,,,,,,,,,,61687,ENSMUSG00000134319,1530
chr7,HAVANA,gene,128858754,128993136,.,+,.,ENSMUSG00000070366.6,protein_coding,Plpp4,2,MGI:2685936,OTTMUSG00000058759.1,,,,,,,,,,,,134382,ENSMUSG00000070366,1256
chr7,HAVANA,gene,128999825,129022694,.,-,.,ENSMUSG00000108713.4,lncRNA,Gm33027,2,MGI:5592186,OTTMUSG00000058760.1,,,,,,,,,,,,22869,ENSMUSG00000108713,4664
chr7,HAVANA,gene,129193586,129237462,.,+,.,ENSMUSG00000042055.14,protein_coding,Wdr11,2,MGI:1920230,OTTMUSG00000029364.1,,,,,,,,,,,,43876,ENSMUSG00000042055,5418
chr7,HAVANA,gene,129252839,129257521,.,-,.,ENSMUSG00000129047.1,lncRNA,ENSMUSG00000129047,2,,,,,,,,,,,,,,4682,ENSMUSG00000129047,1275
chr7,HAVANA,gene,129252973,129255319,.,+,.,ENSMUSG00000129088.1,lncRNA,ENSMUSG00000129088,2,,,,,,,,,,,,,,2346,ENSMUSG00000129088,2089
chr7,HAVANA,gene,129257546,129333473,.,+,.,ENSMUSG00000108580.3,lncRNA,Gm39094,2,MGI:5621979,OTTMUSG00000058779.1,,,,,overlapping_locus,,,,,,,75927,ENSMUSG00000108580,624
chr7,HAVANA,gene,129269128,129295124,.,+,.,ENSMUSG00000108481.2,lncRNA,Gm33248,2,MGI:5592407,OTTMUSG00000058780.1,,,,,overlapping_locus,,,,,,,25996,ENSMUSG00000108481,617
chr7,HAVANA,gene,129289043,129324291,.,-,.,ENSMUSG00000127631.1,lncRNA,ENSMUSG00000127631,2,,,,,,,,,,,,,,35248,ENSMUSG00000127631,545
chr7,HAVANA,gene,129365084,129371628,.,-,.,ENSMUSG00000142994.1,lncRNA,ENSMUSG00000142994,2,,,,,,,,,,,,,,6544,ENSMUSG00000142994,987
chr7,HAVANA,gene,129366380,129392394,.,+,.,ENSMUSG00000142963.1,lncRNA,ENSMUSG00000142963,2,,,,,,,,,,,,,,26014,ENSMUSG00000142963,597
chr7,HAVANA,gene,129415080,129416635,.,+,.,ENSMUSG00000124569.1,lncRNA,ENSMUSG00000124569,2,,,,,,,,,,,,,,1555,ENSMUSG00000124569,826
chr7,HAVANA,gene,129426192,129426875,.,-,.,ENSMUSG00000141903.1,lncRNA,ENSMUSG00000141903,2,,,,,,,,,,,,,,683,ENSMUSG00000141903,428
chr7,HAVANA,gene,129434769,129455503,.,+,.,ENSMUSG00000108576.2,lncRNA,Gm44778,2,MGI:5753354,OTTMUSG00000058781.1,,,,,,,,,,,,20734,ENSMUSG00000108576,668
chr7,HAVANA,gene,129519858,129524292,.,-,.,ENSMUSG00000142139.1,lncRNA,ENSMUSG00000142139,2,,,,,,,,,,,,,,4434,ENSMUSG00000142139,1643
chr7,HAVANA,gene,129540925,129591344,.,+,.,ENSMUSG00000108504.3,lncRNA,Gm4265,2,MGI:3782442,OTTMUSG00000058783.1,,,,,,,,,,,,50419,ENSMUSG00000108504,1398
chr7,ENSEMBL,gene,129636817,129636927,.,+,.,ENSMUSG00000065763.3,snRNA,Gm23847,3,MGI:5453624,,,,,,,,,,,,,110,ENSMUSG00000065763,110
chr7,HAVANA,gene,129660771,129661932,.,-,.,ENSMUSG00000140767.1,lncRNA,ENSMUSG00000140767,2,,,,,,,,,,,,,,1161,ENSMUSG00000140767,531
chr7,HAVANA,gene,129764180,132725079,.,-,.,ENSMUSG00000030849.19,protein_coding,Fgfr2,2,MGI:95523,OTTMUSG00000031222.1,,,,,overlapping_locus,,,,,,,2960899,ENSMUSG00000030849,4429
chr7,HAVANA,gene,129910385,129911138,.,-,.,ENSMUSG00000127661.1,lncRNA,ENSMUSG00000127661,2,,,,,,,overlapping_locus,,,,,,,753,ENSMUSG00000127661,658
chr7,HAVANA,gene,129911276,129913438,.,+,.,ENSMUSG00000138004.1,lncRNA,ENSMUSG00000138004,2,,,,,,,,,,,,,,2162,ENSMUSG00000138004,992
chr7,HAVANA,gene,129953767,129956092,.,-,.,ENSMUSG00000082988.4,processed_pseudogene,Gm5903,2,MGI:3644470,OTTMUSG00000029456.1,,,,,overlapping_locus,,,,,,,2325,ENSMUSG00000082988,2325
chr7,HAVANA,gene,129993222,130122099,.,-,.,ENSMUSG00000030850.18,protein_coding,Ate1,2,MGI:1333870,OTTMUSG00000059393.1,,,,,,,,,,,,128877,ENSMUSG00000030850,4735
chr7,HAVANA,gene,130000032,130031917,.,+,.,ENSMUSG00000126355.1,lncRNA,ENSMUSG00000126355,2,,,,,,,,,,,,,,31885,ENSMUSG00000126355,443
chr7,HAVANA,gene,130057741,130059403,.,-,.,ENSMUSG00000108940.2,TEC,Gm45719,2,MGI:5804834,OTTMUSG00000059394.1,,,,,,,,,,,,1662,ENSMUSG00000108940,1662
chr7,HAVANA,gene,130121366,130131233,.,+,.,ENSMUSG00000121858.2,lncRNA,ENSMUSG00000121858,2,,,,,,,overlaps_pseudogene,,,,,,,9867,ENSMUSG00000121858,1452
chr7,HAVANA,gene,130122574,130123002,.,+,.,ENSMUSG00000109016.2,lncRNA,Gm44647,2,MGI:5753223,OTTMUSG00000059524.1,,,,,,,,,,,,428,ENSMUSG00000109016,428
chr7,HAVANA,gene,130127248,130131231,.,+,.,ENSMUSG00000099422.6,transcribed_unitary_pseudogene,Gm4275,2,MGI:3782452,OTTMUSG00000046243.1,,,,,,,,,,,,3983,ENSMUSG00000099422,1436
chr7,ENSEMBL,gene,130128980,130129056,.,-,.,ENSMUSG00002076006.1,misc_RNA,Gm56225,3,MGI:6848908,,,,,,,,,,,,,76,ENSMUSG00002076006,76
chr7,HAVANA,gene,130133040,130133173,.,+,.,ENSMUSG00000121219.1,lncRNA,Gm57247,2,MGI:7338407,,,,,,,,,,,,,133,ENSMUSG00000121219,133
chr7,HAVANA,gene,130134255,130174848,.,-,.,ENSMUSG00000040331.17,protein_coding,Nsmce4a,2,MGI:1915122,OTTMUSG00000035026.1,,,,,,,,,,,,40593,ENSMUSG00000040331,2834
chr7,HAVANA,gene,130179167,130366515,.,+,.,ENSMUSG00000030852.19,protein_coding,Tacc2,2,MGI:1928899,OTTMUSG00000059551.1,,,,,,,,,,,,187348,ENSMUSG00000030852,9029
chr7,HAVANA,gene,130207856,130210932,.,-,.,ENSMUSG00000139112.1,lncRNA,ENSMUSG00000139112,2,,,,,,,,,,,,,,3076,ENSMUSG00000139112,744
chr7,HAVANA,gene,130213560,130226978,.,-,.,ENSMUSG00000128951.1,lncRNA,ENSMUSG00000128951,2,,,,,,,,,,,,,,13418,ENSMUSG00000128951,547
chr7,HAVANA,gene,130246164,130247905,.,-,.,ENSMUSG00000137823.1,lncRNA,ENSMUSG00000137823,2,,,,,,,,,,,,,,1741,ENSMUSG00000137823,1520
chr7,HAVANA,gene,130254857,130256122,.,-,.,ENSMUSG00000109225.2,TEC,4930513N20Rik,2,MGI:1922358,OTTMUSG00000059623.1,,,,,,,,,,,,1265,ENSMUSG00000109225,1265
chr7,HAVANA,gene,130368682,130369049,.,+,.,ENSMUSG00000109104.2,processed_pseudogene,Gm6108,2,MGI:3779553,OTTMUSG00000059625.1,,,,,,,,,,,,367,ENSMUSG00000109104,367
chr7,HAVANA,gene,130372367,130395475,.,-,.,ENSMUSG00000050189.6,lncRNA,Etos1,2,MGI:2149837,OTTMUSG00000046216.1,,,,,,,,,,,,23108,ENSMUSG00000050189,2015
chr7,HAVANA,gene,130375798,130427629,.,+,.,ENSMUSG00000040298.7,protein_coding,Btbd16,2,MGI:3045247,OTTMUSG00000059645.1,,,,,,,,,,,,51831,ENSMUSG00000040298,3434
chr7,HAVANA,gene,130463014,130468060,.,-,.,ENSMUSG00000086108.4,lncRNA,Gm5602,2,MGI:3645136,OTTMUSG00000029136.1,,,,,overlapping_locus,,,,,,,5046,ENSMUSG00000086108,1879
chr7,HAVANA,gene,130467485,130515042,.,+,.,ENSMUSG00000040268.18,protein_coding,Plekha1,2,MGI:2442213,OTTMUSG00000029137.1,,,,,ncRNA_host,,,,,,,47557,ENSMUSG00000040268,3777
